Date,Country,Local,Industry,Accident_level,Pot_acc_level,Gender,Emp_type,Critical_risk,Description,Day,Month,Year,Weekday
2016-04-03,country_01,local_01,mining,3,5,male,third party,others,"during the plant stop scheduled for maintenance, almost at the end of the change of the ""t"" fitting of the hdp pipe with a diameter of 14 "", the resident enters the work zone from the bottom to supervise the work, in that at the moment four workers - anchored with harness - that were in the upper part manipulating the accessory ""t"" to tie the flanges of the hdp pipe and pvc of 14 ""diameter, suddenly the pvc pipe comes out of its support (pipe with fine material of tailings (weight 700kg.)) and falls from a height of 2 meters to the floor, bounces and imprisons the resident engineer. only the injured worker was in the lower part or line of fire.",3,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A87CC8>
2016-04-02,country_01,local_01,mining,1,3,male,employee,others,"parking the equipment dumper ° 18 in the maintenance workshop, the mechanic asks the operator to back off the equipment for washing, then the operator starts the reverse gear with the cab door fully open, upon reaching the washing area (8 meters behind), brakes and the cabin door closes untimely and hits your face, causing a minor injury. in the area was the mechanic at floor level in a safe place.",2,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A87D48>
2016-04-01,country_01,local_01,mining,1,5,male,third party (remote),others,"in circumstances that two workers of the abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other employees of the hyt company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam h, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. the area where the bomb was being moved was marked with tape and did not have a lookout.",1,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A87DC8>
2016-04-01,country_01,local_01,mining,1,5,male,third party (remote),others,"in circumstances that two workers of the abratech company were doing putty work inside the conditioning tank (5 meters deep and covered by platforms) of metal gratings - grating- in the upper part), two other employees of the hyt company carried out maneuvers transfer of a pump with the help of a manual tick - which worked hooked to a beam h, dragging the pump on the metal gratings (grating), suddenly the pump is hooked with a metal grate (grating) and when trying to release it, the metal grid (grating - 13.0 kg. (60 cm x 92 cm)) falls inside the tank, hits a diagonal channel inside the tank and then impacts the right arm of one of the workers and rubs the helmet of the second worker that he was crouching. the area where the bomb was being moved was marked with tape and did not have a lookout.",1,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A87E48>
2016-03-10,country_03,local_10,others,2,2,male,third party,others,"when accessing the santa do novo area, in order to open the chop, general was moving ahead of the team in order to open access for manetometer, when he came across an area with a steep slope and gravel presence. in a certain place of access the employee slipped, coming with this to become unbalanced. at that moment the machete that was in his left hand came to slip the right leg above the knee, causing a cut 3cm.",10,3,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A87EC8>
2016-03-24,country_03,local_10,others,4,4,male,third party,poll,"when performing the sleeve removal maneuver, when the hole was 600 meters deep, general da silva pressed only one side of the locking nut of the rods, which together with the jack, holds the entire weight of the rods in the maneuver. as the locking procedure was not effective, the weight of the rods was only secured by the steel wire rope of the probe winch. at the moment that driller pedro released the brake of the winch, the inefficacy of the locking done only in one side of the chestnut and without aid of the monkey, caused the sliding of the rods. auxiliary was prepared for manual unlocking of the rods, holding the faucet key firmly against the probe tower as the composition shifted. as the stems slid, his hands were shifted downward, causing his left hand to strike against the base of the probe tower structure, causing cuts to the 4th and 5th quirodactyl. employee was taken to the hospital where he went through medical care. wound was sutured with 16 stitches. same was removed for 10 days from his activities.",24,3,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A87F48>
2016-03-22,country_03,local_10,others,1,1,male,third party,others,"during the trip to the vehicle, at the end of the work, the collaborator rhainer stepped on an object that he could not identify, thus coming to pierce the sole of the boot and causing a small hole in the sole of the left foot of the collaborator. the perforation was possibly due to a stump of wood, since the area covered by the collaborator, was a pasture grazed recently and near a residence.",22,3,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A81048>
2016-03-31,country_01,local_03,mining,1,2,male,third party,others,"in the workshop level -970 in box # 1, while two the mechanics manipulated a steel plate - 60cm x40cm x 2.5cm; 50 kg - to place it in the gutter of the workshop and be able to remove the scaler # 142, the plate slides and restricts the right ring finger between the gable and the plate causing the injury. the collaborator used gloves at the time of the accident",31,3,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A810C8>
2016-04-04,country_02,local_09,metals,3,4,male,employee,manual tools,"when it opens the suction valve of the 420-bo-01 acid pump, the cable of the same pump comes loose by pressing the 5th finger of the employee's left hand against the tubing, causing a fracture in the distal phalanx. photos",4,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A81148>
2016-04-05,country_01,local_06,metals,1,3,male,third party,fall prevention (same level),"the worker carried out the disassembly of 03 scaffolding bodies in the pulpomatic of the thickener d2251. the dismantling of the base of the scaffold, located approximately one meter high from the floor of the sump, the rivets of the anchor support of the platform were broken, causing the fall of the worker and impacting the right knee with the support that i am anchored in one of the horizontals of the scaffolding structure.",5,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A811C8>
2016-04-05,country_02,local_05,metals,1,3,male,third party,pressed,employee reports that when handling the air conditioning pressed the 2nd right chirodactilo causing a contusion.,5,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A81248>
2016-04-07,country_01,local_03,mining,1,2,male,third party,others,"after parking a van next to a cluster of wooden sleepers and boards, the driver, on descending, stepped on a board in which an iron nail protruded 11/2 ""long, which he did not identify as the board was submerged in a puddle of water. this accident caused a minor wound on the sole of the left foot. at the time of the accident the worker was wearing safety boots.",7,4,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A812C8>
